comment,moves,context,engine_eval,engine_best_line,engine_best_alternative,good,reasoning
"Instead, 25. Rf1! wins outright! That move would threaten Qxf7#, so therefore black would have to play ...Rf8, but THEN 36. Ne6+ Kg6 37. Qe7 is lights out for black. There is this phrase among tournament chess players, ""Monkey see check, monkey do check"". Don't be a monkey! Only check if there's a concrete reason to do so.",1. e4 e5 2. d3 Bc5 3. Be3 Qg5 4. Bxg5 h6 5. Be3 Bb4+ 6. Bd2 Bc5 7. Be3 Bxe3 8. fxe3 Nf6 9. Nf3 Nc6 10. Nc3 d6 11. Nb5 Kd8 12. Qd2 Be6 13. c4 a6 14. Na3 g5 15. d4 g4 16. d5 gxf3 17. dxe6 Nxe4 18. Qc2 f2+ 19. Ke2 f5 20. b3 Ke7 21. g3 Kxe6 22. Bh3 Rac8 23. Kf3 Ng5+ 24. Kxf2 Nxh3+ 25. Kg2 Ng5 26. Rhf1 Rce8 27. Rxf5 Nb4 28. Qb1 Reg8 29. Nc2 Kxf5 30. Nd4+ Kf6 31. Qf5+ Ke7 32. Qe6+ Kf8 33. Qc8+ Kg7 34. Qxc7+ Nf7 35. Ne6+,This is a game between W12 (as White) and B12 (as Black). Last move played: White plays Knight to e6 with check,Large advantage for White (eval: 906 centipawns),35... Kg6 36. Rf1 Rh7 37. Qe7 Rhg7 38. Nxg7 Rxg7 39. Rf6+ Kh7 40. Rxf7 Rxf7 41. Qxf7+ Kh8 42. Qe8+ Kg7 43. Qd7+ Kf6 44. Qxd6+ Kf5 45. Qxb4 Ke4 46. Kf2 b5 ,35. Rf1 Rf8 36. Ne6+ Kg6 37. Qe7 Nd5 38. cxd5 Ng5 39. Nxf8+ Rxf8 40. Qxf8 Nf3 41. Rxf3 e4 42. Qf7+ Kg5 43. Qf5# ,True,"
The comment explicitly states **Ne6+** is inferior and explains why **Rf1!** is better (forces mate, tactical justification)."
"This was the losing move for white. To have a fighting chance, white had to play 41. Qd7 to protect his knight.",1. e4 e5 2. d3 Bc5 3. Be3 Qg5 4. Bxg5 h6 5. Be3 Bb4+ 6. Bd2 Bc5 7. Be3 Bxe3 8. fxe3 Nf6 9. Nf3 Nc6 10. Nc3 d6 11. Nb5 Kd8 12. Qd2 Be6 13. c4 a6 14. Na3 g5 15. d4 g4 16. d5 gxf3 17. dxe6 Nxe4 18. Qc2 f2+ 19. Ke2 f5 20. b3 Ke7 21. g3 Kxe6 22. Bh3 Rac8 23. Kf3 Ng5+ 24. Kxf2 Nxh3+ 25. Kg2 Ng5 26. Rhf1 Rce8 27. Rxf5 Nb4 28. Qb1 Reg8 29. Nc2 Kxf5 30. Nd4+ Kf6 31. Qf5+ Ke7 32. Qe6+ Kf8 33. Qc8+ Kg7 34. Qxc7+ Nf7 35. Ne6+ Kg6 36. Qe7 Nc2 37. Rf1 Nxe3+ 38. Kg1 Nxf1 39. Kxf1 b6 40. g4 Re8 41. Qh4,This is a game between W12 (as White) and B12 (as Black). Last move played: White plays Queen to h4,Large advantage for Black (eval: -430 centipawns),41... Rxe6 42. Ke2 Kg7 43. Qg3 Rf6 44. h4 d5 45. cxd5 Rd8 46. Qd3 a5 47. b4 axb4 48. Qa6 Rdd6 49. Qb7 Rf4 50. Ke3 b3 51. axb3 Rd4 52. h5 Rf4 ,41. Qd7 Rxe6 42. Qxe6+ Kg7 43. h4 Rd8 44. Qd5 a5 45. a3 Kf6 46. Qb7 Rg8 47. Qxb6 Rxg4 48. c5 Rf4+ 49. Kg2 Rxh4 ,True,"
The comment explicitly calls **Qh4** ""the losing move"" and explains why **Qd7** is better (protects the knight)."
"g5 is a mistake, but with the center still fluid a wing demonstration can be dangerous.12...g5 also gives white time to develop an initiative. 12...e4 is tempting but that allows white to put uncomfortable pressure on the ""d"" line. 12...dc! followed by Qd3 gives black equality",1. c4 e5 2. Nc3 d6 3. g3 f5 4. Bg2 Nf6 5. e3 g6 6. Nge2 Bg7 7. O-O O-O 8. d3 c6 9. b4 Be6 10. b5 d5 11. bxc6 bxc6 12. Qa4 g5,This is a game between W13 (as White) and B13 (as Black). Last move played: Black plays Pawn to g5,Large advantage for White (eval: 112 centipawns),13. Ba3 ,12... dxc4 ,True,"
The comment explicitly calls **...g5** a mistake and explains why (**...dc!** followed by **...Qd3** gives equality, while **...g5** allows White initiative)."
"This is incorrect. Qe5 is far superior. This gets black of the the a2-g8 diagonal and protects the f pawn, this gives black a chance to hold the game.",1. c4 e5 2. Nc3 d6 3. g3 f5 4. Bg2 Nf6 5. e3 g6 6. Nge2 Bg7 7. O-O O-O 8. d3 c6 9. b4 Be6 10. b5 d5 11. bxc6 bxc6 12. Qa4 g5 13. Ba3 Rf7 14. Rac1 Rd7 15. Bb4 a5 16. Ba3 Bf7 17. cxd5 cxd5 18. Nb5 Na6 19. Rc6 Nb4 20. Bxb4 axb4 21. Qxb4 Rxa2 22. Nec3 Ra8 23. Nd6 Bf8 24. Nxf7 Rxf7 25. Qb3 Ra3 26. Qc2 e4 27. dxe4 dxe4 28. Rd1 Qe8 29. Nb5 Ra2 30. Qc4 Ra4 31. Qc2 Ra2 32. Qxa2 Qxc6 33. Nd4 Qd5 34. Qc2 Ng4,This is a game between W13 (as White) and B13 (as Black). Last move played: Black plays Knight to g4,Large advantage for White (eval: 336 centipawns),35. h3 Nxf2 36. Qxf2 Bc5 37. Qc2 h5 38. g4 fxg4 39. hxg4 hxg4 40. Bxe4 Qe5 41. Kg2 Bxd4 42. Rxd4 Qf6 43. Qe2 Kg7 44. Rd5 Kh6 45. Rb5 Kg7 46. Rf5 Qxf5 47. Bxf5 Rxf5 48. Qxg4 ,34... Qc5 35. Qb3 Qd5 36. Qxd5 Nxd5 37. Bf1 Nc3 38. Rc1 Rc7 39. Ra1 Kf7 40. Nxf5 h5 41. Ra6 Rc5 42. Nd4 Be7 43. Ra7 Kf6 44. Kg2 Bd6 45. Ra6 Ke7 46. Nb3 Rc8 47. Ra5 Kf6 48. Nd4 Rc5 49. Ra7 Be5 50. Ra6+ Kf7 ,True,"
The comment explicitly calls **...Ng4** ""incorrect"" and explains why **...Qe5** is better (escapes diagonal, protects f-pawn, improves drawing chances)."
"this loses at once, better was to admit the mistake and play the knight back to f6.",1. c4 e5 2. Nc3 d6 3. g3 f5 4. Bg2 Nf6 5. e3 g6 6. Nge2 Bg7 7. O-O O-O 8. d3 c6 9. b4 Be6 10. b5 d5 11. bxc6 bxc6 12. Qa4 g5 13. Ba3 Rf7 14. Rac1 Rd7 15. Bb4 a5 16. Ba3 Bf7 17. cxd5 cxd5 18. Nb5 Na6 19. Rc6 Nb4 20. Bxb4 axb4 21. Qxb4 Rxa2 22. Nec3 Ra8 23. Nd6 Bf8 24. Nxf7 Rxf7 25. Qb3 Ra3 26. Qc2 e4 27. dxe4 dxe4 28. Rd1 Qe8 29. Nb5 Ra2 30. Qc4 Ra4 31. Qc2 Ra2 32. Qxa2 Qxc6 33. Nd4 Qd5 34. Qc2 Ng4 35. h3 Ne5,This is a game between W13 (as White) and B13 (as Black). Last move played: Black plays Knight to e5,Large advantage for White (eval: 409 centipawns),36. Nxf5 Nd3 37. g4 h5 38. Qa4 Qe5 39. Qxe4 hxg4 40. hxg4 Qxe4 41. Bxe4 Nb4 42. Rd8 Ra7 43. Nd4 Kf7 44. Rb8 Bc5 45. Nf3 Kf6 46. Rb5 Rc7 47. Kg2 ,35... Nxf2 36. Qxf2 Rf6 37. Qc2 Qe5 38. Ne2 Kh8 39. Qb3 Rd6 40. Rd4 Rxd4 41. exd4 Qf6 42. Qe3 h5 43. g4 hxg4 44. hxg4 Bd6 45. Qh3+ Kg7 46. gxf5 ,True,"
The comment explicitly states **...Ne5** ""loses at once"" and explains why **...Nf6** (admitting the mistake) is better."
6...Ba5 is better since it avoids losing a pawn by force.,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bb4+ 5. c3 dxc3 6. bxc3 Bc5,This is a game between W14 (as White) and B14 (as Black). Last move played: Black plays Bishop to c5,Advantage for White (eval: 59 centipawns),7. Bxf7+ Kxf7 ,6... Ba5 ,True,"
The comment explicitly states **...Bc5** is inferior and explains why **...Ba5** is better (avoids losing a pawn by force)."
Nd2 is far superior.,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bb4+ 5. c3 dxc3 6. bxc3 Bc5 7. Bxf7+ Kxf7 8. Qd5+ Ke8 9. Qh5+ g6 10. Qxc5 d6 11. Qe3 Bg4 12. O-O Bxf3 13. Qxf3 Ne5 14. Qe2 Qf6 15. f4 Nc6 16. e5 dxe5 17. fxe5 Qe6 18. Re1,This is a game between W14 (as White) and B14 (as Black). Last move played: White plays Rook to e1,Large advantage for White (eval: 299 centipawns),18... Nge7 19. Nd2 ,18. Nd2 Nce7 19. Ne4 h5 20. Rb1 Nf5 21. Rxb7 Qc6 22. Rb5 h4 23. e6 h3 24. Rc5 hxg2 25. Qxg2 Qxe6 ,True,"
The comment explicitly states **Re1** is inferior and explains why **Nd2** is better (far superior)."
Oops! Qd3! wins at once. 30...Ke7 or e8 Qd7 mate.30...Kc8 31.Qd7 Kb7 32.Rb1 Ka6 32.Qc6 Ka5 33.Qb5 mate.,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bb4+ 5. c3 dxc3 6. bxc3 Bc5 7. Bxf7+ Kxf7 8. Qd5+ Ke8 9. Qh5+ g6 10. Qxc5 d6 11. Qe3 Bg4 12. O-O Bxf3 13. Qxf3 Ne5 14. Qe2 Qf6 15. f4 Nc6 16. e5 dxe5 17. fxe5 Qe6 18. Re1 Nge7 19. Nd2 Kd7 20. Nf3 Raf8 21. Ng5 Qf5 22. e6+ Kc8 23. Nf7 Rhg8 24. Nh6 Qc5+ 25. Be3 Qxc3 26. Nxg8 Nxg8 27. Rac1 Qf6 28. Rxc6 bxc6 29. Qa6+ Kd8 30. Rd1+,This is a game between W14 (as White) and B14 (as Black). Last move played: White plays Rook to d1 with check,Mate in 6 for White,30... Qd4 31. Rxd4+ Ke7 32. Bg5+ Rf6 33. Qc8 c5 34. Qd8+ Kxe6 35. Qd7+ Ke5 36. Qd5# ,30. Qd3+ Qd4 31. Qxd4+ Ke7 32. Bg5+ Rf6 33. Qd7+ Kf8 34. Bxf6 Nxf6 35. Qf7# ,True,"
The comment explicitly calls **Rd1+** a mistake (""Oops!"") and explains why **Qd3!** is better (immediate win, mating lines)."
"Ouch. Black begs White to finish the game in a clean stroke. There is an ""urban legend"" that tells of a rich guy that left his son a vast fortune on the condition that he would never play Qxa2 even if it were the correct move. 14/\dxe4 or 14/\f6 was necessary to hold the balance.",1. e4 c5 2. Nf3 Nc6 3. Bc4 d6 4. O-O Be6 5. d3 Bxc4 6. dxc4 Nf6 7. Re1 g6 8. Bf4 Bg7 9. Nc3 O-O 10. Rb1 Ng4 11. Nd5 Qa5 12. h3 Nf6 13. e5 Nh5 14. Bg5 Qxa2,This is a game between W15 (as White) and B15 (as Black). Last move played: Black plays Queen takes on a2,Large advantage for White (eval: 313 centipawns),15. Nxe7+ Nxe7 16. Bxe7 dxe5 17. Bxf8 Rxf8 18. Nxe5 Bxe5 19. Rxe5 Qxc4 20. b3 Qc3 21. Re3 Qf6 22. Qd7 b6 23. Qxa7 Qf5 24. Rbe1 Qxc2 25. Qxb6 Nf4 26. Qd6 Ne6 27. Qe5 Qd2 28. h4 h5 29. Qa1 Nd4 30. Re8 Rxe8 31. Rxe8+ Kg7 ,14... dxe5 15. Bxe7 Rfe8 16. Bh4 Nf4 17. c3 Qxa2 18. Nc7 Red8 19. Nd2 Bh6 20. Bxd8 Rxd8 21. Qb3 Qxb3 22. Nxb3 Nd3 23. Red1 e4 24. Nd5 Kg7 25. f3 f5 26. fxe4 fxe4 27. Nd2 e3 28. Nf3 Nf2 29. Re1 Nd3 30. Re2 Nf4 31. Nxf4 Bxf4 32. Ree1 Re8 33. Kf1 Bg3 34. Re2 Kf6 35. b4 cxb4 36. cxb4 ,True,"
The comment explicitly calls **...Qxa2** a mistake (""Ouch"") and explains why **...dxe4** or **...f6** is better (holds the balance)."
"I find in my lost games that I generally had a ""big miss."" Well, this one is yours. After 17. exd6 the game is over, you can hear the ""fat lady warming up."" The pawn on d6 moves to d7 and completely chokes Black's middle. The Black Rooks become totally useless and you own all the important squares. All this is helped by the useless placement of the Black Queen. Even 17. Ng5 does close to mortal damage to Black threatening both 18. exd6 and 18. Qd5.",1. e4 c5 2. Nf3 Nc6 3. Bc4 d6 4. O-O Be6 5. d3 Bxc4 6. dxc4 Nf6 7. Re1 g6 8. Bf4 Bg7 9. Nc3 O-O 10. Rb1 Ng4 11. Nd5 Qa5 12. h3 Nf6 13. e5 Nh5 14. Bg5 Qxa2 15. Nxe7+ Nxe7 16. Bxe7 Rfc8 17. b3 dxe5,This is a game between W15 (as White) and B15 (as Black). Last move played: Black plays Pawn takes on e5,Large advantage for White (eval: 214 centipawns),18. Nxe5 ,17... dxe5 18. Nxe5 Bxe5 19. Rxe5 Re8 20. Qc1 Qa6 21. Qd2 b6 22. Rbe1 Qb7 23. g4 Ng7 24. Qd5 Qxd5 25. cxd5 a5 26. c4 f5 27. f4 Kf7 28. Bh4 Ra7 29. gxf5 ,True,"
The comment explicitly calls **...dxe5** a ""big miss"" and explains why it is a mistake (**17. exd6** or **17. Ng5** would be crushing)."
"Natural, but inaccurate. An aggressive ...Bg4! followed by castling queenside could really put the pressure on White's center. For example, if ...Bg4 5. c4?? Qe4+ 6. Be2 Bxf3 7. gxf3 Qxd4 leaves black up a pawn! This is one reason why it's common for white to boot black's queen from the center as soon as possible by playing Nc3 move 2. As it stands, white gets a free hand to push black around.",1. e4 d5 2. exd5 Qxd5 3. d4 Nc6 4. Nf3 Nf6,This is a game between W16 (as White) and B16 (as Black). Last move played: Black plays Knight to f6,Advantage for White (eval: 83 centipawns),5. Nc3 ,4... Bg4 5. Be2 O-O-O 6. Be3 e5 7. c4 Qa5+ 8. Bd2 Qa6 9. d5 Bxf3 10. Bxf3 Nd4 11. Be2 f5 12. O-O Qg6 13. Bh5 Qd6 14. Nc3 Nf6 ,True,"
The comment explicitly calls **...Nf6** ""natural, but inaccurate"" and explains why **...Bg4!** is better (pressure on center, tactical lines)."
? This only forces white to develop his bishop with a gain of time. Black has to accept the fact his only reasonable posts for her is d6 or d8.,1. e4 d5 2. exd5 Qxd5 3. d4 Nc6 4. Nf3 Nf6 5. c4 Qa5+,This is a game between W16 (as White) and B16 (as Black). Last move played: Black plays Queen to a5 with check,Large advantage for White (eval: 120 centipawns),6. Bd2 Qf5 7. Nc3 e5 8. Nb5 Bd6 9. d5 Nd4 10. Nbxd4 exd4 11. Qe2+ Kd8 12. Nxd4 Qg6 13. O-O-O Re8 14. Be3 Ng4 15. Qd2 Nxe3 16. fxe3 Ke7 17. Re1 ,5... Qh5 6. d5 ,True,"
The comment explicitly calls **...Qa5+** a mistake (""?"") and explains why it is inferior (**forces White to develop with gain of time**)."
"Why not win the pawn on h3? White can't trap the Bishop with 11. g4 since by taking the pawn, the bishop would also threaten the rook at f1. This concept is known as gaining a tempo.",1. b4 e5 2. Nc3 Bxb4 3. Bb2 Nf6 4. e4 Nc6 5. Nf3 O-O 6. g3 Nd4 7. Bg2 d6 8. O-O Bg4 9. h3 Nxf3+ 10. Bxf3 Bxf3,This is a game between W17 (as White) and B17 (as Black). Last move played: Black plays Bishop takes on f3,Large advantage for Black (eval: -214 centipawns),11. Qxf3 Qd7 12. h4 Bxc3 13. Bxc3 Qa4 14. Rfe1 Nd7 15. Qd1 b6 16. d4 Rae8 17. Bb2 exd4 18. Qxd4 Qxd4 19. Bxd4 Nb8 20. f3 f6 21. Kf2 Kf7 22. a4 Nc6 23. Bc3 ,10... Bxh3 11. Re1 c6 12. a4 Bc5 13. Ba3 Bxa3 14. Rxa3 b6 15. d4 Re8 16. Qd3 Rc8 17. dxe5 Rxe5 18. Ne2 d5 19. exd5 cxd5 ,True,"
The comment explicitly questions **...Bxf3** (""Why not win the pawn on h3?"") and explains why **...Bxh3** is better (gains tempo, avoids trap)."
"?! Definitely dubious. This makes black's pawn structure slightly weaker. Why not solidfy central control with ...c6, Re8, with a ...d5 expansion? Remember, when ahead in material, trade pieces, not pawns.",1. b4 e5 2. Nc3 Bxb4 3. Bb2 Nf6 4. e4 Nc6 5. Nf3 O-O 6. g3 Nd4 7. Bg2 d6 8. O-O Bg4 9. h3 Nxf3+ 10. Bxf3 Bxf3 11. Qxf3 b5,This is a game between W17 (as White) and B17 (as Black). Last move played: Black plays Pawn to b5,Large advantage for Black (eval: -152 centipawns),12. a4 ,11... Qd7 12. Kg2 Bxc3 13. Bxc3 Qa4 14. Rfe1 Qxc2 15. a4 b6 16. Ra3 Rae8 17. a5 Nd7 18. axb6 axb6 19. Ra7 Rc8 20. d4 exd4 21. Bxd4 Qc6 22. Bxg7 Kxg7 23. Qd3 ,True,"
The comment explicitly calls **...b5** ""definitely dubious"" and explains why **...c6** and **...Re8** are better (solidifies center, avoids weakening pawn structure)."
"The knight was already good on f6. Better was to oppose white's control of the b-file with ...Rb6. This would also free your queen from defense of the rook on a6, so ...Qxh3 is a real threat.",1. b4 e5 2. Nc3 Bxb4 3. Bb2 Nf6 4. e4 Nc6 5. Nf3 O-O 6. g3 Nd4 7. Bg2 d6 8. O-O Bg4 9. h3 Nxf3+ 10. Bxf3 Bxf3 11. Qxf3 b5 12. Nxb5 Bxd2 13. Rad1 Rb8 14. Rxd2 Rxb5 15. Ba3 Ra5 16. Rd3 Qb8 17. Rb3 Qc8 18. Qc3 Ra6 19. Qc4 Nd7,This is a game between W17 (as White) and B17 (as Black). Last move played: Black plays Knight to d7,Large advantage for Black (eval: -202 centipawns),20. Rc3 c5 21. Rd1 Qc6 22. f3 Rd8 23. Rcd3 Nf8 24. Bb2 Ra4 25. Qd5 Qxd5 26. Rxd5 f6 27. Bc1 Rxa2 28. Be3 Ne6 29. Bxc5 Rxc2 30. Bxd6 ,19... Qxh3 20. g4 Qxg4+ 21. Rg3 Qc8 22. Bc1 Nh5 23. Rg5 Nf4 24. Bxf4 exf4 25. Re1 g6 26. e5 dxe5 27. Rexe5 h6 28. Rg2 Rf6 29. Qc3 Re6 30. Rh2 Rxe5 31. Rxh6 Qg4+ 32. Kf1 Qd1+ 33. Kg2 Rfe8 34. Kh2 ,True,"
The comment explicitly states **...Nd7** is inferior and explains why **...Rb6** is better (opposes b-file control, frees queen for **...Qxh3**)."
"This is a dubious line opening by white. There are too many hanging white pawns, plus this opens up White's king considerably.",1. b4 e5 2. Nc3 Bxb4 3. Bb2 Nf6 4. e4 Nc6 5. Nf3 O-O 6. g3 Nd4 7. Bg2 d6 8. O-O Bg4 9. h3 Nxf3+ 10. Bxf3 Bxf3 11. Qxf3 b5 12. Nxb5 Bxd2 13. Rad1 Rb8 14. Rxd2 Rxb5 15. Ba3 Ra5 16. Rd3 Qb8 17. Rb3 Qc8 18. Qc3 Ra6 19. Qc4 Nd7 20. Rfb1 Rb6 21. f4,This is a game between W17 (as White) and B17 (as Black). Last move played: White plays Pawn to f4,Large advantage for Black (eval: -238 centipawns),21... h6 22. Re1 Qb7 23. Rc3 Rc8 24. Kh2 c5 25. f5 Qa6 26. Qd3 Qxd3 27. cxd3 Nb8 28. Bc1 Ra6 29. a3 Nc6 30. g4 Rb8 31. Kg3 ,21. Kg2 Qb7 22. Rd1 Nf6 23. f3 Rc8 24. Rc3 Ne8 25. Bc1 Rb4 26. Qd3 Rd4 27. Qe2 Ra4 28. a3 Qa6 29. Qxa6 Rxa6 30. h4 Kf8 31. h5 Ra4 32. h6 g6 33. Rdd3 Ke7 34. Rc6 ,True,"
The comment explicitly calls **f4** ""a dubious line opening"" and explains why it is a mistake (hanging pawns, exposes White's king)."
"This is obviously an oversight by white. White had to play gxf4, and if black tries to open things up with ..f5, then e5 gives White a fighting chance.",1. b4 e5 2. Nc3 Bxb4 3. Bb2 Nf6 4. e4 Nc6 5. Nf3 O-O 6. g3 Nd4 7. Bg2 d6 8. O-O Bg4 9. h3 Nxf3+ 10. Bxf3 Bxf3 11. Qxf3 b5 12. Nxb5 Bxd2 13. Rad1 Rb8 14. Rxd2 Rxb5 15. Ba3 Ra5 16. Rd3 Qb8 17. Rb3 Qc8 18. Qc3 Ra6 19. Qc4 Nd7 20. Rfb1 Rb6 21. f4 Rxb3 22. axb3 Nb6 23. Qf1 exf4 24. Qxf4,This is a game between W17 (as White) and B17 (as Black). Last move played: White plays Queen takes on f4,Large advantage for Black (eval: -278 centipawns),24... Qxh3 25. Bb2 h6 26. Ra1 Nc8 27. Ra5 f6 28. Bc3 Rf7 29. Qf3 c5 30. Rb5 Nb6 31. Ra5 Qe6 32. Qf5 Re7 33. Qxe6+ Rxe6 34. Rxa7 Rxe4 ,24. gxf4 Qe6 25. Re1 Re8 26. Bb2 Nd7 27. Bc3 f6 28. b4 Nb6 29. Qd3 a6 30. Kg2 Qc4 31. Qxc4+ Nxc4 32. Kf3 Kf7 33. h4 f5 34. e5 g6 35. Ra1 dxe5 36. Rxa6 e4+ 37. Ke2 Nb6 38. Bd4 ,True,"
The comment explicitly calls **Qxf4** ""an oversight"" and explains why **gxf4** is better (gives White a fighting chance)."
"? This loses. White's bishop is much stronger than the knight at c8, plus when behind in material trade pawns, not pieces. Since black's d-pawn is pinned, c4 looks likes White's best chance. Now black can win a piece with ...Qe6. Remember attack pinned pieces! You might win them.",1. b4 e5 2. Nc3 Bxb4 3. Bb2 Nf6 4. e4 Nc6 5. Nf3 O-O 6. g3 Nd4 7. Bg2 d6 8. O-O Bg4 9. h3 Nxf3+ 10. Bxf3 Bxf3 11. Qxf3 b5 12. Nxb5 Bxd2 13. Rad1 Rb8 14. Rxd2 Rxb5 15. Ba3 Ra5 16. Rd3 Qb8 17. Rb3 Qc8 18. Qc3 Ra6 19. Qc4 Nd7 20. Rfb1 Rb6 21. f4 Rxb3 22. axb3 Nb6 23. Qf1 exf4 24. Qxf4 Qxh3 25. Rd1 Nc8 26. e5 Rd8 27. exd6 cxd6 28. Bxd6,This is a game between W17 (as White) and B17 (as Black). Last move played: White plays Bishop takes on d6,Large advantage for Black (eval: -459 centipawns),28... Qe6 29. c4 Rxd6 30. Rf1 Rd8 31. b4 Re8 32. c5 a6 33. c6 Ne7 34. c7 Nd5 35. Qc4 Nxc7 36. Qxc7 g6 37. Kh2 Rc8 38. Qa7 h5 39. Qf2 ,28. Re1 Qd7 29. c4 Re8 30. Rxe8+ Qxe8 31. Qf3 h6 32. Bb4 Qe6 33. Bc3 Nb6 34. Bd4 Qg6 35. Kg2 Kh7 36. Qf4 Nd7 37. Bxa7 Qc2+ 38. Kh3 ,True,"
The comment explicitly calls **Bxd6** a mistake (""?"") and explains why **c4** is better (avoids losing a piece, attacks pinned pawn)."
"This is not right. ..Qd4+, then ... Qxc5 would force white to resign. Notice ...Qxc5 defends a7, covers e5 against potential checks by the white queen, and helps restrict white's b-pawn. Why does the black queen do so much? Because it's centralized! I can't emphasize the importance of this enough.",1. b4 e5 2. Nc3 Bxb4 3. Bb2 Nf6 4. e4 Nc6 5. Nf3 O-O 6. g3 Nd4 7. Bg2 d6 8. O-O Bg4 9. h3 Nxf3+ 10. Bxf3 Bxf3 11. Qxf3 b5 12. Nxb5 Bxd2 13. Rad1 Rb8 14. Rxd2 Rxb5 15. Ba3 Ra5 16. Rd3 Qb8 17. Rb3 Qc8 18. Qc3 Ra6 19. Qc4 Nd7 20. Rfb1 Rb6 21. f4 Rxb3 22. axb3 Nb6 23. Qf1 exf4 24. Qxf4 Qxh3 25. Rd1 Nc8 26. e5 Rd8 27. exd6 cxd6 28. Bxd6 Nxd6 29. c4 Nb7 30. Rxd8+ Nxd8 31. Qb8 Qd7 32. b4 Kf8 33. c5 Ke8 34. b5 a5,This is a game between W17 (as White) and B17 (as Black). Last move played: Black plays Pawn to a5,The position is equal,35. c6 Qd1+ 36. Kg2 Qd2+ 37. Kh1 Qc1+ 38. Kh2 Qc2+ 39. Kh1 Qe4+ 40. Kg1 Qe3+ 41. Kg2 ,34... Qd1+ 35. Kf2 Qc2+ 36. Ke1 Qxc5 37. g4 g6 38. Kd2 Ke7 39. Qa8 Qxb5 40. Qe4+ Ne6 41. Qh1 h6 42. Qxh6 Qg5+ 43. Qxg5+ Nxg5 44. Kd3 Kd7 45. Kc4 ,True,"
The comment explicitly calls **...a5** ""not right"" and explains why **...Qd4+** followed by **...Qxc5** is better (centralization, tactical advantage)."
"White had much stronger, c6! This threatens c6-c7-c8(Q). Black would be forced to take the draw by perpetual check! Remember, 2 connected passed pawns are very strong. White's move allows a light-squared blockade by black.",1. b4 e5 2. Nc3 Bxb4 3. Bb2 Nf6 4. e4 Nc6 5. Nf3 O-O 6. g3 Nd4 7. Bg2 d6 8. O-O Bg4 9. h3 Nxf3+ 10. Bxf3 Bxf3 11. Qxf3 b5 12. Nxb5 Bxd2 13. Rad1 Rb8 14. Rxd2 Rxb5 15. Ba3 Ra5 16. Rd3 Qb8 17. Rb3 Qc8 18. Qc3 Ra6 19. Qc4 Nd7 20. Rfb1 Rb6 21. f4 Rxb3 22. axb3 Nb6 23. Qf1 exf4 24. Qxf4 Qxh3 25. Rd1 Nc8 26. e5 Rd8 27. exd6 cxd6 28. Bxd6 Nxd6 29. c4 Nb7 30. Rxd8+ Nxd8 31. Qb8 Qd7 32. b4 Kf8 33. c5 Ke8 34. b5 a5 35. b6,This is a game between W17 (as White) and B17 (as Black). Last move played: White plays Pawn to b6,Large advantage for Black (eval: -531 centipawns),35... Qd1+ 36. Kh2 Qh5+ 37. Kg2 Qxc5 38. Qa7 Qb5 39. Kh2 a4 40. g4 a3 41. Qxa3 Qxb6 42. Kg2 h6 43. Kh3 Ne6 44. Qa8+ Kd7 45. Qd5+ Ke7 46. Qa8 Qd8 47. Qa3+ Qd6 48. Qa8 g6 49. Qh8 Qc6 ,35. c6 Qd1+ 36. Kg2 Qd2+ 37. Kh1 Qc1+ 38. Kh2 Qc2+ 39. Kh1 Qe4+ 40. Kg1 Qe3+ 41. Kg2 ,True,"
The comment explicitly states **b6** is inferior and explains why **c6!** is better (threatens promotion, forces perpetual check)."
